Solo,Title,Text
,Fantastic Hostel,"Stayed here in a private room with my husband for 5 nights.  This place is perfectly set up for backpackers and best of all are the breakfasts (bagels and fruit) and the yummy dinners.  Don't go expecting the hilton, you still get what you are paying for, but it is clean.  It is…"
,Our hunny moon stay,"This hostel is an old style hostel in its looks, but it is 100% set up for back packers. We have traviled afew countrys and stayed in alot of hostels and this was one of the best. Clean as much as a hostel can be, Staff are very helpfull, May self and may partner pre booked a…"
,What a view,"My boyfriend and I stayed here in the beginning of January 2006. It was great! We had a private room in ' Bartol' which is a seperate building just around the corner with private rooms. We had an amazing view of San Fran, in fact we bought a postcard and the view was the same.…"
,Good location & friendly staff,"I stayed in a 4 person dorm which although small was fine and the lockers help to keep everyones stuff from exploding over the floor. I stayed 3 nights, got 2 free dinners and breakfasts, so great value and dinner includes a veggie option which was great. The location is…"
,"Ace, lively hostel","Great hostel! Massive and friendly, free internet and FREE BREAKFAST :-D rooms were small but clean, bathrooms were fine too. It even has a sauna! It's in the sex-shop district but it still seemed pretty safe. The hostel organises loads of stuff to do like Open Mic nights, film…"
,Great Hostel,"We stayed here for a few days in a private double room. Room was nice enough and even had a TV. Bathrooms were clean and plentiful. Hostel worked out being very cheap for a big American city especially with the free internet, free breakfast and free meals and beer on some…"
,Wicked place!,"This place was the best hostel iv have been to!  The staff were great! (very cute!)  Free food (very yummy!) and the chefs were awsome people!  free internet, GREAT atmosphere!  Loved the place!  Would go back any day!  see you again next year!!! "
,Had a Blast!,"I stayed at the Green Tortoise for 4 days with my boyfriend and this has been the best hostel so far- and I'm in the 9th month of a RTW!! Free food, friendly staff (and cute!), pub crawls, theme nights, free sauna...I could go on and on but suffice to say we loved it. The…"
,Time of my life,"My girlfriend and I stayed in a private room in this hostel for 5 nights during our first week in the states- and I wished we would have stayed there longer. We had a private room with views of the city skyline, got to see two free music shows in their big performance…"
,Ouch,I stayed there a wile back and had a pretty trippy time.  Great staff and a nice atmosphere all makes up for a good time - would deffinetly stay there again and would recommend it. 
,Good place....great staff!,"I am a 26yr old female who needed a cheap place to stay for a couple nights while in San Fran.  I booked a private room at this hostel with a guy I was traveling with.  Here are the positives: 1) they serve a free dinner on Mon, Wed, Fri nights, and it includes a vegetarian…"
,Good atmosphere,"I stayed here back in September and was pretty pleased.  Definitely a fun atmosphere, especially sitting around in the common room at night.  Met TONS of awesome people which was the best part.  If you're looking for an easygoing hostel where you're likely to meet lots of…"
,Very happy at Bartol,"The Green Tortoise has it's private rooms in a separate guesthouse called the Bartol, a block or two away from the hostel.  It was absolutely fantastic!  We had a nice room with a tv and video (videos available to borrow), the house was very quiet as there are only approx 10…"
,Just Okay at the Green Tortoise,"I stayed at the GT in San Fran for one night. It was the end of a weekend and I was on my own for the day.  Pros: It was cheap, the neighbourhood is very cool, close to Little Italy, China Town, other guests were friendly, free internet and breakfast Cons: Needs some major…"
